type,id,name,cp,year_10143,year_09019,year_10148_BISM,year_10148_DA,year_10148_ESD,year_10148_ID,year_10148_NC,year_09119_BISM,year_09119_IDA,year_09119_NC,year_09119_ESDA,year_09119_AIDA,year_09119_MA,year_09119_ORA,year_09119_SA,year_09119_CPA,year_04295_IT,year_04297_ITA,year_04296_ITE,year_04271_ME,year_04222_ID,year_04234_IDE,year_04160_MSI,year_04224_MSIE,year_04273_MEME,year_04423_MAV,year_04406_MT,year_04404_MPP,year_04401_MISE,year_04402_MISA,year_04405_MIS
smj,10118,Business Administration,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smj,10123,Scientific Design,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smj,10148,Architecture Design,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90695,Core subjects,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90859,Project stream,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90867,Professional Engineering stream,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90868,No specified major stream,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90869,Biomedical Engineering core,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90874,Computer Control Engineering core,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90875,Environmental Engineering core,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90877,Manufacturing Engineering and Management core,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90878,Operations Engineering core,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90879,Software Systems Engineering core,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90881,Telecommunications and Electronics core,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90882,Water Engineering core,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90883,Professional Engineering stream,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90968,Core stream (IT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90974,Core subjects (BIS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90979,Professional stream (IT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90982,Project + three electives (one session),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90983,Project + one elective (two sessions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91026,Internetworking core,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91028,IT Project + Elective stream 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91029,IT Project + Elective stream 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91030,IT Project + Elective stream 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91195,Professional stream (Internetworking),24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91221,Core subjects A (Interaction Design),24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91222,Core subjects B (Interaction Design),24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91223,Graduate Research Project,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91224,Graduate Research Project + Elective,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91225,Data Analytics,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91226,Games Design,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91227,Interaction Programming,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91237,Cyber Security Engineering core,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91377,Complex Systems core,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91378,Complex Systems stream,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91387,Core Studios stream,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91404,Core Studios stream,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91405,Technology and Communities-focused,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91412,Electrical Energy Systems core,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91415,Genomics and Bioinformatics stream,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91416,Microfluidics and 3D Bioprinting stream,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91417,Bio-Instrumentation stream,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91981,Project + three electives (two sessions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90975,Core subjects (Internetworking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90976,Core subjects (Data Analytics),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90977,Core subjects (Multimedia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,90978,Core subjects (Software Development),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stm,91234,Cyber Security core subjects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,08104-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,10099-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,10102-1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,10103-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,10104-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,10108-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,10109-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,10110-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,10111-1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,10112-1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,10118-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,10123-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,10148-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,10152-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,1053-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,20308-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,3531-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,8037-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,8038-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,8075-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,8155-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,8202-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,8207-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,8213-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,9035-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,9037-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90494-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90495-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90497-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90498-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90499-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90500-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90743-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90802-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90955-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90966-1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90975-1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90979-1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90980-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90982-1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91025-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91037-1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91038-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91039-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91040-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91041-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91042-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91043-1,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91044-1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91045-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91048-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91049-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91050-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91051-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91052-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91054-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91055-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91056-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91057-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91058-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91059-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91085-1,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91086-1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91087-1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91225-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91226-1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91226-2,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91227-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91387-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91404-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91743-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91744-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91745-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91747-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91788-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91789-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91824-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91849-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91854-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91869-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91881-1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90879-1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90968-1,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90970-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90971-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90972-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90973-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90974-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90976-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90977-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90978-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,90981-1,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91787-1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,91850-1,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,1052-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,2038-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xbk,8184-1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13162,Organisational Learning,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13220,Launching Learning,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13221,Learning in the Digital Age,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13222,Designing Innovative Learning,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13223,Professional Learning and Practice,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13224,Navigating Policy in Changing Environments,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13225,Leading Learning,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13226,Leading Innovative Practices,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13227,Evaluating Learning and Innovation,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21008,Applied Management Consulting,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21012,Governance and Sustainability,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21702,Industrial Relations,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21717,Managing in International Contexts,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21720,Human Resource Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21741,Operations and Quality Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21745,Services and Network Productivity with Data Analytics,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21767,Contemporary Contexts for Not-for-Profit and Social Enterprise,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21778,Fundraising and Revenue Streams for Events and Not-for-Profits,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21797,Strategic Supply Chain Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21811,Global Strategic Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21817,Volunteer Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21832,Managing for Sustainability,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21854,"Problem Solving, Creativity and Solution Setting",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21877,Strategic Procurement,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21879,Measuring Social Impact,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21883,Diversity and Inclusion,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21884,Managing Change,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21887,People Analytics,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21888,Future of Work,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21918,Sport Business,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21920,Sport Governance and Integrity,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21926,Managing Culture and Change,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21929,Positive Psychology and the Self,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21930,Principles of Event Marketing,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21935,Sport Globalisation,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21936,Event Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21939,Event Creation Workshop,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21946,Supply Chain Management Analytics,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21947,Supply Chain Risk Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21948,Advanced Quality Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21952,Sport Development,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21953,Decision Making Under Uncertainty,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21954,Sustainable Enterprise in Dynamic Systems,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21955,Innovative Strategies,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21958,Managing Technological Disruptions,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21960,People and the Future of Work,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21961,Transition Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22708,Accounting Information Systems,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22759,Accounting and ERP,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22787,Business Project Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22788,Accounting Practices and Tools,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22799,Forensic Accounting,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23707,"Philosophy, Politics and Economics",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24706,Strategic Services Marketing,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24707,Strategic Business Marketing,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24710,Buyer Behaviour,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24713,Marketing Channel Management in a Digital World,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24720,Introduction to Marketing Research,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24729,Digital Marketing for Managers,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24730,Marketing Strategy,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24734,Marketing Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24736,Marketing Communications,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24738,Strategic International Marketing,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24742,Product Innovation Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24748,Delivering Customer Value,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24749,Entrepreneurial Marketing Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24750,Marketing Analytics,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24752,Brand Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24757,Marketing Data Analysis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24760,Pricing and Revenue Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24983,"Start-up Data, Marketing and Sales",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25705,Financial Modelling and Analysis,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25720,Applied Financial Management,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25721,Investment Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25741,Capital Markets,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25742,Financial Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25765,Corporate Finance,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32003,Computer Game Design,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32004,Game Development,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32005,Strategic Leadership for Innovation,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32009,Advanced Routing Principles,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32009,Advanced Routing Principles,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32011,Multilayer Switched Networks,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32027,Interactive Media,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32040,Industry Project,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32113,Advanced Database,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32118,Mobile Communications and Computing,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32130,Fundamentals of Data Analytics,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32144,Technology Research Preparation,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32146,Data Visualisation and Visual Analytics,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32208,Information Systems Strategy,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32309,Digital Forensics,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32310,Network Security Appliances,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32405,Human-centred Design Methods,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32501,Computer Graphics,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32509,Advanced Interaction Design,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32513,Advanced Data Analytics Algorithms,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32516,Internet Programming,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32520,Systems Administration,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32524,LANS and Routing,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32528,Network Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32531,Global Information Systems,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32541,Project Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32543,3D Animation,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32547,UNIX Systems Programming,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32548,Cybersecurity,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32549,Advanced Internet Programming,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32553,Leadership and People Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32555,Fundamentals of Software Development,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32557,Enabling Enterprise Information Systems,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32558,Business Intelligence,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32559,Business Systems Design,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32560,Information Systems Architecture Design,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32563,IT Professional and Society,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32567,Business Intelligence for Decision Support,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32569,Enterprise Business Requirements,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32570,Enterprise Architecture Practice,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32571,Enterprise Software Testing,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32601,Advanced Project Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32603,Systems Quality Management,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32606,Database,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32931,Technology Research Methods,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32933,Research Project,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32934,Research Project,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32990,IT Contracts and Outsourcing,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32998, .NET Application Development,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42001,Bioinformatics,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42003,Engineering Graduate Project,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42011,Industrial Water Pollution Control Engineering,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42012,Green Technologies: Water-Waste-Energy Nexus,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42017,Fundamentals of Interaction Design,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42020,Structural Design for Blast Loads,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42026,Biomedical Polymers,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42027,Software Defined Networks,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42027,Software Defined Networks,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42028,Deep Learning and Convolutional Neural Network,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42030,Technology Disruptors Studio,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42035,Cloud Security,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42036,Cyber Security for Mobile Platforms,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42037,IoT Security,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42038,Fundamentals of Database and Software Development,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42039,Global Technology Issues Studio,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42040,Prototyping Design and Systems Studio,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42043,Robotics Studio 1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42044,Robotics Studio 2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42045,Robotics Studio 3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
